model,subset,has_history,n_blocks,raw_items,additional_items,model_input_variables,algorithm,best_config,oof_log_loss,fold_se,encoded_features,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
ridge::D_B_P_C_A_K,D_B_P_C_A_K,False,6.0,29,29,9,ridge,1.0,0.6467573715027599,0.0074185142684812,39,1520,853,0.5611842105263158,0.7068537085508356,0.250101313055562,0.5890516054985402,0.6139090813147248,0.1229769517892982,0.3453770368805402
ridge_fixed::D_B_P_C_A_K,D_B_P_C_A_K,False,6.0,29,29,9,ridge_fixed,0.1,0.6475303541379387,0.00468153272242216,39,1520,853,0.5611842105263158,0.6796415381611642,0.2420442383158353,0.601319797311192,0.6341678061845741,0.0640978519431081,0.5493934850004034
ridge::M_P_C_A_K,M_P_C_A_K,False,5.0,25,25,5,ridge,0.1,0.6656493294917565,0.003298708632102,8,1520,853,0.5611842105263158,0.6737236397497659,0.2406358249381421,0.5921467753813597,0.6605724775106229,0.0239511072476446,0.7187827997417663
ridge_fixed::M_P_C_A_K,M_P_C_A_K,False,5.0,25,25,5,ridge_fixed,0.1,0.6656493294917565,0.003298708632102031,8,1520,853,0.5611842105263158,0.6737236397497659,0.2406358249381421,0.5921467753813597,0.6605724775106229,0.0239511072476446,0.7187827997417663
ridge::D_M_P_C_A_K,D_M_P_C_A_K,False,6.0,29,29,9,ridge,1.0,0.6506762310696586,0.0095044594832389,39,1520,853,0.5611842105263158,0.7153202418676694,0.2545178512452765,0.5714007005875725,0.6042998728057964,0.1453527466158861,0.2817811031378029
ridge_fixed::D_M_P_C_A_K,D_M_P_C_A_K,False,6.0,29,29,9,ridge_fixed,0.1,0.6517687986082503,0.006709666145108857,39,1520,853,0.5611842105263158,0.6859909636684781,0.2454532941781162,0.5850749888830497,0.6312382394774834,0.0833903309696582,0.4924939986249638
ridge::B_M_P_C_A_K,B_M_P_C_A_K,False,6.0,26,26,6,ridge,0.1,0.6596695935925857,0.0023854636166895,9,1520,853,0.5611842105263158,0.6710031106527569,0.2389150233008474,0.604266448253013,0.6519271380422967,0.0232206555071792,0.712383134653775
ridge_fixed::B_M_P_C_A_K,B_M_P_C_A_K,False,6.0,26,26,6,ridge_fixed,0.1,0.6596695935925857,0.0023854636166895427,9,1520,853,0.5611842105263158,0.6710031106527569,0.2389150233008474,0.604266448253013,0.6519271380422967,0.0232206555071792,0.712383134653775
ridge::D_B_M_P_C_A_K,D_B_M_P_C_A_K,False,7.0,30,30,10,ridge,1.0,0.6470515853322324,0.0075018553419017,40,1520,853,0.5611842105263158,0.7091109661737248,0.2511520690997918,0.5855574557387192,0.6117568807909199,0.1279714731310275,0.3312886654534598
ridge_fixed::D_B_M_P_C_A_K,D_B_M_P_C_A_K,False,7.0,30,30,10,ridge_fixed,0.1,0.6477241780946609,0.00472634605765569,40,1520,853,0.5611842105263158,0.6814445696947606,0.2428824365319173,0.5981279582951784,0.6322092517689872,0.0698842627795265,0.5325509088816645
hgb::H,H,True,1.0,1,0,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6620826133717034,0.0029658321824641,1,1520,853,0.5611842105263158,0.6606404546592651,0.2339346493805511,0.6069046367789143,0.6211904240601227,-0.0811179968483887,1.084395362146343
hgb::H_D,H_D,True,2.0,5,4,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6440872421067338,0.0071622617503983,32,1520,853,0.5611842105263158,0.678946040590467,0.2406777805140672,0.6059449759293858,0.6147655179549928,0.0753915937157538,0.5530972018618944
hgb::H_B,H_B,True,2.0,2,1,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.656149609502737,0.005724557462137,2,1520,853,0.5611842105263158,0.6568702773889398,0.2321400731749633,0.6239403744786458,0.6341535533299149,-0.0639342530377603,1.0144943686537435
hgb::H_D_B,H_D_B,True,3.0,6,5,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6407149204876604,0.0073593588180841,33,1520,853,0.5611842105263158,0.676607610700868,0.2395294751954403,0.6100947181743244,0.6155067222501669,0.0632736177709338,0.5717362830418794
hgb::H_M,H_M,True,2.0,2,1,2,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6574903093314285,0.0023860152425556,2,1520,853,0.5611842105263158,0.6689721153143604,0.2373192349830186,0.6092809398348892,0.628273440178533,0.0002271931261767,0.7287349020689102
hgb::H_D_M,H_D_M,True,3.0,6,5,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6378678578039242,0.005997950696633,33,1520,853,0.5611842105263158,0.6748177527282346,0.2390383847551827,0.6170048035771094,0.629365672009744,0.0602656675112353,0.5904491978062353
hgb::H_B_M,H_B_M,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6526472365345142,0.0051931800319939,3,1520,853,0.5611842105263158,0.6640167344252859,0.2353760684622304,0.5928375202785477,0.6202880533657253,-0.023719370843862,0.8370545009924377
hgb::H_D_B_M,H_D_B_M,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6363475685984843,0.0064232587265019,34,1520,853,0.5611842105263158,0.6760603115833138,0.2391103955443733,0.6152603651281041,0.6248959730567349,0.0581164069630677,0.5771914860665306
hgb::H_P,H_P,True,2.0,12,11,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6547926407716381,0.004103133705962,2,1520,853,0.5611842105263158,0.6712570279915516,0.2389525900865755,0.6103486943515348,0.6358282095221143,0.0135854384069185,0.7779169137110044
hgb::H_D_P,H_D_P,True,3.0,16,15,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6284341422186445,0.0045649646115214,33,1520,853,0.5611842105263158,0.6825493667969228,0.2427845928414737,0.6084074023949338,0.6276596148261616,0.0997342080622589,0.5177890550959312
hgb::H_B_P,H_B_P,True,3.0,13,12,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.648942154025296,0.0068310573592895,3,1520,853,0.5611842105263158,0.6684092245346652,0.2375573122351139,0.6103284817145942,0.6341970295419135,0.0095269450845822,0.7992366801403508
hgb::H_D_B_P,H_D_B_P,True,4.0,17,16,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6287613874583236,0.0049073167736083,34,1520,853,0.5611842105263158,0.6821399651135525,0.242156849574584,0.6075901088142915,0.6185850952858124,0.0928902321316977,0.5197033662043657
hgb::H_M_P,H_M_P,True,3.0,13,12,3,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6508401923689486,0.0041353748359596,3,1520,853,0.5611842105263158,0.6791926135271623,0.2422654667981645,0.6011106404593718,0.635029539609894,0.057364156170887,0.5767846514060156
hgb::H_D_M_P,H_D_M_P,True,4.0,17,16,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6263444622412933,0.0038837150035827,34,1520,853,0.5611842105263158,0.6773237255779168,0.2402847301840018,0.6153860350012568,0.6291050931861693,0.0822115092224648,0.5643301330286763
hgb::H_B_M_P,H_B_M_P,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.645656574276589,0.0083017772578498,4,1520,853,0.5611842105263158,0.6747292133818054,0.2400022052063076,0.6019903295714395,0.6370443426538135,0.0533112508451976,0.61721794263542
hgb::H_D_B_M_P,H_D_B_M_P,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6257706174677631,0.0052418222489321,35,1520,853,0.5611842105263158,0.6768713802667373,0.2398893222363435,0.6138955727294617,0.6216955986233097,0.0712901848057193,0.5682189847292954
hgb::H_C,H_C,True,2.0,2,1,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6623233634817945,0.0031149685997595,5,1520,853,0.5611842105263158,0.6598634794142396,0.2335575941997862,0.6097642855008604,0.6258668709799968,-0.0695416198379777,1.0603476817111257
hgb::H_D_C,H_D_C,True,3.0,6,5,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6385182763959425,0.0056504171841857,36,1520,853,0.5611842105263158,0.6751280687070844,0.2390634172639833,0.6111079864522604,0.6191693747953526,0.0709447496203968,0.5883499754594378
hgb::H_B_C,H_B_C,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6576726687330479,0.0061090496880015,6,1520,853,0.5611842105263158,0.6558155420534334,0.2316497254471079,0.626008215118701,0.6381169068630159,-0.0657023921729443,1.0286168917745793
hgb::H_D_B_C,H_D_B_C,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6364605695345188,0.0052438611280742,37,1520,853,0.5611842105263158,0.6745540444896211,0.2387338637251131,0.6108135850011689,0.6131627390417559,0.0593911656075881,0.5923534540744131
hgb::H_M_C,H_M_C,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6573640786608534,0.0027601761680893,6,1520,853,0.5611842105263158,0.6641978953179671,0.2352297310797663,0.5995252666749861,0.621661347251585,-0.0038725332668804,0.7938237861277527
hgb::H_D_M_C,H_D_M_C,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6362547428334664,0.0058837600216883,37,1520,853,0.5611842105263158,0.6695443458541026,0.236605520170901,0.6249764918244278,0.6317492238566653,0.05134092829418,0.6424227596025401
hgb::H_B_M_C,H_B_M_C,True,4.0,4,3,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6534401604653294,0.0051859869288207,7,1520,853,0.5611842105263158,0.6606598628283672,0.2338822298671896,0.6018435682510446,0.6257088548301504,-0.0449598851865705,0.921333793454532
hgb::H_D_B_M_C,H_D_B_M_C,True,5.0,8,7,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6345303236085903,0.0055041846627383,38,1520,853,0.5611842105263158,0.6715127586629135,0.2372856210579848,0.6212283658873963,0.6290939281090551,0.0505230444313125,0.6197750525545466
hgb::H_P_C,H_P_C,True,3.0,13,12,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.655098691390983,0.0039871136200693,6,1520,853,0.5611842105263158,0.6701169175859116,0.2384010837754292,0.6079266931598679,0.6329704865674459,0.0101804821876791,0.7990587947638371
hgb::H_D_P_C,H_D_P_C,True,4.0,17,16,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6289526286926437,0.003665126474862,37,1520,853,0.5611842105263158,0.6791958587280479,0.241447768352606,0.611984160323121,0.6316506557024406,0.0926899567448763,0.5489651910297433
hgb::H_B_P_C,H_B_P_C,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6496226234409335,0.0066155504712328,7,1520,853,0.5611842105263158,0.6682978141974423,0.2375112529784466,0.6081639719413447,0.6335696648959461,0.0111447320788055,0.801504365884684
hgb::H_D_B_P_C,H_D_B_P_C,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6281546028627573,0.0050773727258854,38,1520,853,0.5611842105263158,0.6778852413639604,0.2404628860684963,0.6117635789373777,0.6230812307277769,0.0834201890073818,0.5592238777166721
hgb::H_M_P_C,H_M_P_C,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6494052689764819,0.0049822575309262,7,1520,853,0.5611842105263158,0.674212564406082,0.2399603044239363,0.6076129578821374,0.6423063830283635,0.0426500640962319,0.6365026969590009
hgb::H_D_M_P_C,H_D_M_P_C,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6278531232363511,0.0037555270652577,38,1520,853,0.5611842105263158,0.6776303095591135,0.2404491682306339,0.6151206342901234,0.629808379444078,0.0847772368321231,0.561157524239775
hgb::H_B_M_P_C,H_B_M_P_C,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6454979356584607,0.0087747181901327,8,1520,853,0.5611842105263158,0.6696991384319606,0.2378224959165301,0.6072227661081535,0.6418544774809865,0.0367867793903821,0.686148241363518
hgb::H_D_B_M_P_C,H_D_B_M_P_C,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6266398493038015,0.0052384088618928,39,1520,853,0.5611842105263158,0.6748366909861884,0.2390383708228652,0.6173273269578575,0.6245357707454489,0.0652413680741322,0.5868496747645
hgb::H_A,H_A,True,2.0,2,1,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6602422622549169,0.0039671502663819,2,1520,853,0.5611842105263158,0.676010880607885,0.2402490061649217,0.5840142648488182,0.6039614234698504,-0.0203724122400344,0.6790195740245656
hgb::H_D_A,H_D_A,True,3.0,6,5,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.641758650006288,0.0061080299245635,33,1520,853,0.5611842105263158,0.6992102353810714,0.247530238548069,0.5919288304265218,0.5887152743612303,0.0900370905746769,0.4006395579788966
hgb::H_B_A,H_B_A,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.654169707977288,0.0063617138101035,3,1520,853,0.5611842105263158,0.6657139341103271,0.2357292860401243,0.603909651270496,0.6174977119839259,-0.0597731398936135,0.7987983928062548
hgb::H_D_B_A,H_D_B_A,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6396423687725435,0.005861819848389,34,1520,853,0.5611842105263158,0.6899146794672921,0.2438558214845543,0.5961181191350398,0.591606635180209,0.0631087368068394,0.4698611859786628
hgb::H_M_A,H_M_A,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6533370183829231,0.0030828811502615,3,1520,853,0.5611842105263158,0.7301846991381126,0.2501009044180881,0.5943209520679286,0.5970971868761518,0.1625189562343923,0.1818537898412953
hgb::H_D_M_A,H_D_M_A,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6353580028168152,0.0056195326776847,34,1520,853,0.5611842105263158,0.712369652396558,0.2506018133102561,0.5921423813298509,0.5899289983646403,0.1104282817753144,0.3229145849878335
hgb::H_B_M_A,H_B_M_A,True,4.0,4,3,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6499456254601639,0.0051080039301473,4,1520,853,0.5611842105263158,0.7235395745933321,0.2492529732586698,0.5819815766208337,0.5859780978289865,0.1316679963961231,0.2459502325647704
hgb::H_D_B_M_A,H_D_B_M_A,True,5.0,8,7,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6338305502789827,0.0055067492662379,35,1520,853,0.5611842105263158,0.7067668330766513,0.2488546397673101,0.591582579167626,0.59140554057513,0.095082527666853,0.3577484432159259
hgb::H_P_A,H_P_A,True,3.0,13,12,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6530903874514049,0.0040981464986623,3,1520,853,0.5611842105263158,0.6767851694980827,0.2412430987525841,0.5950406977050748,0.6150783850940316,0.016033698387312,0.6584588885114545
hgb::H_D_P_A,H_D_P_A,True,4.0,17,16,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6285871701772281,0.0040817008836712,34,1520,853,0.5611842105263158,0.6970566834188282,0.2480768022400157,0.591136143534329,0.6005568050484922,0.1045685858870113,0.4062977180788122
hgb::H_B_P_A,H_B_P_A,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6472657576456973,0.006395152739206,4,1520,853,0.5611842105263158,0.6704466797926858,0.2382856206226881,0.6065619007612256,0.6137269317052529,-0.0133543033265764,0.7533724484687759
hgb::H_D_B_P_A,H_D_B_P_A,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6257299008757918,0.0044019141208005,35,1520,853,0.5611842105263158,0.6852939171958616,0.2430877311378586,0.6024016127926659,0.6074318788581642,0.0738891734402352,0.4986219018765573
hgb::H_M_P_A,H_M_P_A,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6485239496802059,0.0049730091356666,4,1520,853,0.5611842105263158,0.708885974371388,0.2512042159626013,0.5821371260442463,0.5950837062185568,0.1202267718711822,0.2999943446222447
hgb::H_D_M_P_A,H_D_M_P_A,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6241806893132597,0.0034529906698215,35,1520,853,0.5611842105263158,0.7027754309756401,0.2491118764455224,0.5899471131960398,0.5963112443613977,0.1108934339282263,0.367747889865887
hgb::H_B_M_P_A,H_B_M_P_A,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6425625531760141,0.0082559428054927,5,1520,853,0.5611842105263158,0.6975605047573598,0.2469611465409824,0.5890463326367297,0.5992894531757368,0.085674398857649,0.4002569192363232
hgb::H_D_B_M_P_A,H_D_B_M_P_A,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6250874030452392,0.0050131930295697,36,1520,853,0.5611842105263158,0.6900413905220814,0.2442713634907774,0.6012371891428261,0.6022125989539074,0.0742745658514789,0.4637860863244319
hgb::H_C_A,H_C_A,True,3.0,3,2,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.660672313580278,0.0040816275161307,6,1520,853,0.5611842105263158,0.6734837350999657,0.239211994916934,0.593327896426933,0.609531516423049,-0.0267150497269055,0.7172911902347081
hgb::H_D_C_A,H_D_C_A,True,4.0,7,6,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6383217522108077,0.0045911496741895,37,1520,853,0.5611842105263158,0.6932854905270107,0.2452839073607765,0.5957112299653222,0.5900643070414862,0.079927326350838,0.4412132614805574
hgb::H_B_C_A,H_B_C_A,True,4.0,4,3,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.655155972846597,0.006434994878507,7,1520,853,0.5611842105263158,0.6630082177459525,0.2346100265699946,0.6089030514051299,0.6223711062082313,-0.0758706666760823,0.8617872503609073
hgb::H_D_B_C_A,H_D_B_C_A,True,5.0,8,7,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6358612151779939,0.0053746178482303,38,1520,853,0.5611842105263158,0.6896532419099539,0.2436579867511785,0.5980444713165105,0.5930156235928568,0.0622697609496193,0.4717419151797762
hgb::H_M_C_A,H_M_C_A,True,4.0,4,3,4,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6543332876174236,0.0025805967641511,7,1520,853,0.5611842105263158,0.7266627440883094,0.2494953185888889,0.5934438993867662,0.5884372403860245,0.1551819289090681,0.2015398689621769
hgb::H_D_M_C_A,H_D_M_C_A,True,5.0,8,7,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6332706689577972,0.0054936759123476,38,1520,853,0.5611842105263158,0.7095091099137313,0.2496942673935083,0.591916527082297,0.5839834645274528,0.1102371834290741,0.3352441240105277
hgb::H_B_M_C_A,H_B_M_C_A,True,5.0,5,4,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6508497021563576,0.0054994872221016,8,1520,853,0.5611842105263158,0.6756968626743632,0.2391086629640432,0.5991535299173392,0.5967731000683225,-0.0103835142232439,0.6599464630924928
hgb::H_D_B_M_C_A,H_D_B_M_C_A,True,6.0,9,8,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6314904390595096,0.0049849172738976,39,1520,853,0.5611842105263158,0.7023321544326471,0.2474330469193881,0.5938850621582527,0.5906384405914374,0.0898593102467147,0.3830719241183876
hgb::H_P_C_A,H_P_C_A,True,4.0,14,13,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6534907845991386,0.0041512509192529,7,1520,853,0.5611842105263158,0.6759877295776269,0.2408817086756888,0.5951830649739609,0.6124681508952584,0.0135623249406419,0.6735957852821746
hgb::H_D_P_C_A,H_D_P_C_A,True,5.0,18,17,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6274583840225614,0.0038673584382314,38,1520,853,0.5611842105263158,0.6951268008591114,0.2473408091350121,0.591856767981777,0.6000286057552822,0.103857928944008,0.4185604166535298
hgb::H_B_P_C_A,H_B_P_C_A,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6479188594547443,0.0063863532561187,8,1520,853,0.5611842105263158,0.6705149117694813,0.2383273985084572,0.6027759859812182,0.6095712749985811,-0.0117989159511649,0.7538078544062907
hgb::H_D_B_P_C_A,H_D_B_P_C_A,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6259139407361582,0.004451102697518,39,1520,853,0.5611842105263158,0.6813289153693709,0.241490986776385,0.6057709714896362,0.6093433958837984,0.0635461021653205,0.5326491490628006
hgb::H_M_P_C_A,H_M_P_C_A,True,5.0,15,14,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6473292060300279,0.0057570279414639,8,1520,853,0.5611842105263158,0.70337008074198,0.2489422539360068,0.5878880606590022,0.5981433888661868,0.1048700224154911,0.3431164165613405
hgb::H_D_M_P_C_A,H_D_M_P_C_A,True,6.0,19,18,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6245078338078603,0.0033975216477971,39,1520,853,0.5611842105263158,0.7013587058177174,0.2486042497472784,0.5922381716527434,0.5982174180808281,0.1086414552685926,0.3778111944608442
hgb::H_B_M_P_C_A,H_B_M_P_C_A,True,6.0,16,15,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.641853069600681,0.0082369348689637,9,1520,853,0.5611842105263158,0.6953787578512874,0.2464626993861284,0.5886974449469285,0.5943833308756175,0.08157755942575,0.4169872846001247
hgb::H_D_B_M_P_C_A,H_D_B_M_P_C_A,True,7.0,20,19,10,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6244005936211106,0.0054152876351734,40,1520,853,0.5611842105263158,0.6907357562051548,0.244469480828401,0.5998618510205624,0.6002748179755353,0.074289980473751,0.458949012213605
hgb::H_K,H_K,True,2.0,12,11,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6551165723158504,0.0029361249576053,2,1520,853,0.5611842105263158,0.6383826710445061,0.2236064156746496,0.6849614465920616,0.7207830113140149,-0.1048738196360888,1.3542739765386125
